from_stop_I;to_stop_I;attr_dict
27333;27332;{'route_I_counts': {1068: 44}, 'd': 3486, 'n_vehicles': 44, 'duration_avg': 175.9090909090909}
27333;27334;{'route_I_counts': {1068: 43}, 'd': 2536, 'n_vehicles': 43, 'duration_avg': 174.41860465116278}
27334;27333;{'route_I_counts': {1068: 44}, 'd': 2536, 'n_vehicles': 44, 'duration_avg': 197.72727272727272}
27334;27335;{'route_I_counts': {1068: 43}, 'd': 4027, 'n_vehicles': 43, 'duration_avg': 214.88372093023256}
27335;27336;{'route_I_counts': {1068: 43}, 'd': 3833, 'n_vehicles': 43, 'duration_avg': 217.67441860465115}
27335;27334;{'route_I_counts': {1068: 44}, 'd': 4027, 'n_vehicles': 44, 'duration_avg': 181.36363636363637}
27336;27337;{'route_I_counts': {1068: 43}, 'd': 2445, 'n_vehicles': 43, 'duration_avg': 300.0}
27336;27335;{'route_I_counts': {1068: 44}, 'd': 3833, 'n_vehicles': 44, 'duration_avg': 181.36363636363637}
27337;27336;{'route_I_counts': {1068: 44}, 'd': 2445, 'n_vehicles': 44, 'duration_avg': 240.0}
27337;27286;{'route_I_counts': {1072: 20}, 'd': 33058, 'n_vehicles': 20, 'duration_avg': 1728.0}
714;688;{'route_I_counts': {138: 21, 140: 1}, 'd': 6398, 'n_vehicles': 22, 'duration_avg': 420.0}
714;593;{'route_I_counts': {138: 42, 140: 34}, 'd': 1053, 'n_vehicles': 76, 'duration_avg': 120.0}
714;370;{'route_I_counts': {136: 65, 134: 12}, 'd': 1410, 'n_vehicles': 77, 'duration_avg': 118.44155844155844}
467;360;{'route_I_counts': {136: 103, 133: 10, 134: 24, 135: 78}, 'd': 1583, 'n_vehicles': 215, 'duration_avg': 120.0}
467;409;{'route_I_counts': {137: 19, 138: 101, 139: 65, 140: 40}, 'd': 1211, 'n_vehicles': 225, 'duration_avg': 179.73333333333332}
808;337;{'route_I_counts': {137: 33, 138: 135, 139: 64, 140: 40}, 'd': 944, 'n_vehicles': 272, 'duration_avg': 120.0}
808;674;{'route_I_counts': {136: 136, 133: 18, 134: 41, 135: 78}, 'd': 809, 'n_vehicles': 273, 'duration_avg': 120.0}
720;833;{'route_I_counts': {136: 103, 133: 10}, 'd': 1200, 'n_vehicles': 113, 'duration_avg': 121.06194690265487}
720;778;{'route_I_counts': {137: 19, 138: 101}, 'd': 5418, 'n_vehicles': 120, 'duration_avg': 306.5}
721;529;{'route_I_counts': {138: 76, 140: 6}, 'd': 1063, 'n_vehicles': 82, 'duration_avg': 120.0}
721;582;{'route_I_counts': {136: 77, 134: 5}, 'd': 1031, 'n_vehicles': 82, 'duration_avg': 111.95121951219512}
27356;27344;{'route_I_counts': {1072: 22}, 'd': 1802, 'n_vehicles': 22, 'duration_avg': 240.0}
27098;27097;{'route_I_counts': {1073: 77}, 'd': 931, 'n_vehicles': 77, 'duration_avg': 99.74025974025975}
27098;27099;{'route_I_counts': {1073: 76}, 'd': 1124, 'n_vehicles': 76, 'duration_avg': 120.0}
809;354;{'route_I_counts': {138: 62, 140: 13}, 'd': 2106, 'n_vehicles': 75, 'duration_avg': 164.8}
27374;27321;{'route_I_counts': {1068: 90}, 'd': 1615, 'n_vehicles': 90, 'duration_avg': 104.66666666666667}
27374;27322;{'route_I_counts': {1068: 75}, 'd': 2323, 'n_vehicles': 75, 'duration_avg': 120.0}
27374;27324;{'route_I_counts': {1068: 19}, 'd': 5229, 'n_vehicles': 19, 'duration_avg': 300.0}
27374;27375;{'route_I_counts': {1068: 187}, 'd': 4247, 'n_vehicles': 187, 'duration_avg': 239.67914438502675}
27375;27376;{'route_I_counts': {1068: 187}, 'd': 1977, 'n_vehicles': 187, 'duration_avg': 185.77540106951872}
27375;27374;{'route_I_counts': {1068: 184}, 'd': 4247, 'n_vehicles': 184, 'duration_avg': 240.32608695652175}
27376;27425;{'route_I_counts': {1068: 207}, 'd': 2042, 'n_vehicles': 207, 'duration_avg': 209.56521739130434}
27376;27324;{'route_I_counts': {1068: 20}, 'd': 9691, 'n_vehicles': 20, 'duration_avg': 600.0}
27376;27375;{'route_I_counts': {1068: 184}, 'd': 1977, 'n_vehicles': 184, 'duration_avg': 152.6086956521739}
27377;27378;{'route_I_counts': {1067: 216}, 'd': 1468, 'n_vehicles': 216, 'duration_avg': 61.388888888888886}
27377;27420;{'route_I_counts': {1076: 18}, 'd': 11774, 'n_vehicles': 18, 'duration_avg': 420.0}
27377;27050;{'route_I_counts': {1076: 16}, 'd': 11664, 'n_vehicles': 16, 'duration_avg': 720.0}
27377;27414;{'route_I_counts': {1067: 118}, 'd': 2731, 'n_vehicles': 118, 'duration_avg': 123.05084745762711}
27377;27423;{'route_I_counts': {1067: 105}, 'd': 2886, 'n_vehicles': 105, 'duration_avg': 121.71428571428571}
27378;27377;{'route_I_counts': {1067: 223}, 'd': 1468, 'n_vehicles': 223, 'duration_avg': 119.73094170403587}
27378;27379;{'route_I_counts': {1067: 216}, 'd': 1529, 'n_vehicles': 216, 'duration_avg': 119.72222222222223}
27379;27378;{'route_I_counts': {1067: 223}, 'd': 1529, 'n_vehicles': 223, 'duration_avg': 120.0}
27379;27380;{'route_I_counts': {1067: 216}, 'd': 2130, 'n_vehicles': 216, 'duration_avg': 120.55555555555556}
27380;27379;{'route_I_counts': {1067: 223}, 'd': 2130, 'n_vehicles': 223, 'duration_avg': 120.0}
27380;27381;{'route_I_counts': {1067: 216}, 'd': 2968, 'n_vehicles': 216, 'duration_avg': 180.55555555555554}
27381;27380;{'route_I_counts': {1067: 223}, 'd': 2968, 'n_vehicles': 223, 'duration_avg': 180.0}
27381;27382;{'route_I_counts': {1067: 216}, 'd': 1869, 'n_vehicles': 216, 'duration_avg': 120.0}
27382;27381;{'route_I_counts': {1067: 223}, 'd': 1869, 'n_vehicles': 223, 'duration_avg': 120.0}
27382;27383;{'route_I_counts': {1067: 233}, 'd': 4177, 'n_vehicles': 233, 'duration_avg': 300.0}
27383;27384;{'route_I_counts': {1067: 274, 1070: 167}, 'd': 2235, 'n_vehicles': 441, 'duration_avg': 180.0}
27383;27411;{'route_I_counts': {1067: 37}, 'd': 20709, 'n_vehicles': 37, 'duration_avg': 1558.3783783783783}
27383;27285;{'route_I_counts': {1070: 170}, 'd': 4125, 'n_vehicles': 170, 'duration_avg': 241.05882352941177}
27383;27382;{'route_I_counts': {1067: 234}, 'd': 4177, 'n_vehicles': 234, 'duration_avg': 240.0}
27384;27385;{'route_I_counts': {1067: 274}, 'd': 947, 'n_vehicles': 274, 'duration_avg': 120.0}
27384;27458;{'route_I_counts': {1071: 318}, 'd': 1699, 'n_vehicles': 318, 'duration_avg': 121.32075471698113}
27384;27459;{'route_I_counts': {1071: 325}, 'd': 2751, 'n_vehicles': 325, 'duration_avg': 144.36923076923077}
27384;27453;{'route_I_counts': {1070: 167}, 'd': 2814, 'n_vehicles': 167, 'duration_avg': 237.8443113772455}
27384;27383;{'route_I_counts': {1067: 270, 1070: 170}, 'd': 2235, 'n_vehicles': 440, 'duration_avg': 180.27272727272728}
27385;27384;{'route_I_counts': {1067: 270}, 'd': 947, 'n_vehicles': 270, 'duration_avg': 120.0}
27385;27435;{'route_I_counts': {1069: 234}, 'd': 1705, 'n_vehicles': 234, 'duration_avg': 151.53846153846155}
27385;27386;{'route_I_counts': {1067: 274}, 'd': 956, 'n_vehicles': 274, 'duration_avg': 120.0}
27385;27171;{'route_I_counts': {1069: 237}, 'd': 1861, 'n_vehicles': 237, 'duration_avg': 201.0126582278481}
27386;27385;{'route_I_counts': {1067: 270}, 'd': 956, 'n_vehicles': 270, 'duration_avg': 179.77777777777777}
27386;27387;{'route_I_counts': {1067: 274}, 'd': 668, 'n_vehicles': 274, 'duration_avg': 117.81021897810218}
27387;27386;{'route_I_counts': {1067: 270}, 'd': 668, 'n_vehicles': 270, 'duration_avg': 60.22222222222222}
27387;27388;{'route_I_counts': {1067: 274}, 'd': 710, 'n_vehicles': 274, 'duration_avg': 118.46715328467154}
27388;27387;{'route_I_counts': {1067: 270}, 'd': 710, 'n_vehicles': 270, 'duration_avg': 119.77777777777777}
27388;27389;{'route_I_counts': {1067: 267}, 'd': 1536, 'n_vehicles': 267, 'duration_avg': 124.9438202247191}
27389;27394;{'route_I_counts': {1067: 60}, 'd': 4941, 'n_vehicles': 60, 'duration_avg': 304.0}
27389;27388;{'route_I_counts': {1067: 265}, 'd': 1536, 'n_vehicles': 265, 'duration_avg': 180.0}
27389;27390;{'route_I_counts': {1067: 185}, 'd': 667, 'n_vehicles': 185, 'duration_avg': 124.54054054054055}
27389;27391;{'route_I_counts': {1067: 22}, 'd': 1463, 'n_vehicles': 22, 'duration_avg': 180.0}
27390;27392;{'route_I_counts': {1067: 22}, 'd': 2045, 'n_vehicles': 22, 'duration_avg': 180.0}
27390;27389;{'route_I_counts': {1067: 186}, 'd': 667, 'n_vehicles': 186, 'duration_avg': 60.0}
27390;27391;{'route_I_counts': {1067: 163}, 'd': 908, 'n_vehicles': 163, 'duration_avg': 89.079754601227}
27391;27392;{'route_I_counts': {1067: 132}, 'd': 1141, 'n_vehicles': 132, 'duration_avg': 117.72727272727273}
27391;27393;{'route_I_counts': {1067: 22}, 'd': 1888, 'n_vehicles': 22, 'duration_avg': 120.0}
27391;27394;{'route_I_counts': {1067: 22}, 'd': 3507, 'n_vehicles': 22, 'duration_avg': 240.0}
27391;27389;{'route_I_counts': {1067: 23}, 'd': 1463, 'n_vehicles': 23, 'duration_avg': 120.0}
27391;27390;{'route_I_counts': {1067: 164}, 'd': 908, 'n_vehicles': 164, 'duration_avg': 120.0}
27392;27393;{'route_I_counts': {1067: 132}, 'd': 756, 'n_vehicles': 132, 'duration_avg': 100.0}
27392;27394;{'route_I_counts': {1067: 22}, 'd': 2368, 'n_vehicles': 22, 'duration_avg': 180.0}
27392;27390;{'route_I_counts': {1067: 22}, 'd': 2045, 'n_vehicles': 22, 'duration_avg': 240.0}
27392;27391;{'route_I_counts': {1067: 132}, 'd': 1141, 'n_vehicles': 132, 'duration_avg': 120.0}
27393;27392;{'route_I_counts': {1067: 132}, 'd': 756, 'n_vehicles': 132, 'duration_avg': 115.45454545454545}
27393;27394;{'route_I_counts': {1067: 154}, 'd': 1618, 'n_vehicles': 154, 'duration_avg': 160.12987012987014}
27393;27391;{'route_I_counts': {1067: 23}, 'd': 1888, 'n_vehicles': 23, 'duration_avg': 180.0}
27394;27392;{'route_I_counts': {1067: 22}, 'd': 2368, 'n_vehicles': 22, 'duration_avg': 180.0}
27394;27393;{'route_I_counts': {1067: 155}, 'd': 1618, 'n_vehicles': 155, 'duration_avg': 123.87096774193549}
27394;27395;{'route_I_counts': {1067: 82}, 'd': 1093, 'n_vehicles': 82, 'duration_avg': 92.92682926829268}
27394;27398;{'route_I_counts': {1067: 71}, 'd': 2155, 'n_vehicles': 71, 'duration_avg': 180.0}
27394;27399;{'route_I_counts': {1067: 22}, 'd': 2943, 'n_vehicles': 22, 'duration_avg': 240.0}
27394;27415;{'route_I_counts': {1067: 83}, 'd': 1077, 'n_vehicles': 83, 'duration_avg': 120.0}
27394;27389;{'route_I_counts': {1067: 56}, 'd': 4941, 'n_vehicles': 56, 'duration_avg': 300.0}
27394;27391;{'route_I_counts': {1067: 21}, 'd': 3507, 'n_vehicles': 21, 'duration_avg': 300.0}
27395;27394;{'route_I_counts': {1067: 81}, 'd': 1093, 'n_vehicles': 81, 'duration_avg': 120.0}
27395;27396;{'route_I_counts': {1067: 82}, 'd': 792, 'n_vehicles': 82, 'duration_avg': 120.0}
27396;27395;{'route_I_counts': {1067: 81}, 'd': 792, 'n_vehicles': 81, 'duration_avg': 112.5925925925926}
27396;27397;{'route_I_counts': {1067: 82}, 'd': 1154, 'n_vehicles': 82, 'duration_avg': 120.0}
27397;27396;{'route_I_counts': {1067: 81}, 'd': 1154, 'n_vehicles': 81, 'duration_avg': 152.59259259259258}
27398;27394;{'route_I_counts': {1067: 69}, 'd': 2155, 'n_vehicles': 69, 'duration_avg': 179.1304347826087}
27398;27415;{'route_I_counts': {1067: 82}, 'd': 1096, 'n_vehicles': 82, 'duration_avg': 84.8780487804878}
27398;27399;{'route_I_counts': {1067: 154}, 'd': 787, 'n_vehicles': 154, 'duration_avg': 116.49350649350649}
27399;27400;{'route_I_counts': {1067: 71}, 'd': 4598, 'n_vehicles': 71, 'duration_avg': 300.0}
27399;27416;{'route_I_counts': {1067: 83}, 'd': 1331, 'n_vehicles': 83, 'duration_avg': 89.63855421686748}
27399;27394;{'route_I_counts': {1067: 22}, 'd': 2943, 'n_vehicles': 22, 'duration_avg': 180.0}
27399;27398;{'route_I_counts': {1067: 151}, 'd': 787, 'n_vehicles': 151, 'duration_avg': 94.17218543046357}
27399;27417;{'route_I_counts': {1067: 22}, 'd': 1960, 'n_vehicles': 22, 'duration_avg': 120.0}
27400;27401;{'route_I_counts': {1067: 77}, 'd': 1274, 'n_vehicles': 77, 'duration_avg': 134.80519480519482}
27400;27399;{'route_I_counts': {1067: 69}, 'd': 4598, 'n_vehicles': 69, 'duration_avg': 300.0}
27400;27417;{'route_I_counts': {1067: 22}, 'd': 2714, 'n_vehicles': 22, 'duration_avg': 180.0}
27400;27405;{'route_I_counts': {1067: 22}, 'd': 6454, 'n_vehicles': 22, 'duration_avg': 420.0}
27400;27441;{'route_I_counts': {1067: 82}, 'd': 1574, 'n_vehicles': 82, 'duration_avg': 157.3170731707317}
27401;27400;{'route_I_counts': {1067: 74}, 'd': 1274, 'n_vehicles': 74, 'duration_avg': 132.97297297297297}
27401;27402;{'route_I_counts': {1067: 77}, 'd': 1156, 'n_vehicles': 77, 'duration_avg': 118.44155844155844}
27402;27401;{'route_I_counts': {1067: 74}, 'd': 1156, 'n_vehicles': 74, 'duration_avg': 119.1891891891892}
27402;27403;{'route_I_counts': {1067: 77}, 'd': 1856, 'n_vehicles': 77, 'duration_avg': 141.8181818181818}
27403;27402;{'route_I_counts': {1067: 74}, 'd': 1856, 'n_vehicles': 74, 'duration_avg': 167.02702702702703}
27403;27404;{'route_I_counts': {1067: 77}, 'd': 1435, 'n_vehicles': 77, 'duration_avg': 120.0}
27404;27403;{'route_I_counts': {1067: 74}, 'd': 1435, 'n_vehicles': 74, 'duration_avg': 128.1081081081081}
27404;27405;{'route_I_counts': {1067: 77}, 'd': 1228, 'n_vehicles': 77, 'duration_avg': 122.33766233766234}
27405;27400;{'route_I_counts': {1067: 22}, 'd': 6454, 'n_vehicles': 22, 'duration_avg': 420.0}
27405;27404;{'route_I_counts': {1067: 74}, 'd': 1228, 'n_vehicles': 74, 'duration_avg': 120.0}
27405;27406;{'route_I_counts': {1067: 77}, 'd': 1233, 'n_vehicles': 77, 'duration_avg': 118.44155844155844}
27406;27405;{'route_I_counts': {1067: 73}, 'd': 1233, 'n_vehicles': 73, 'duration_avg': 120.0}
27406;27407;{'route_I_counts': {1067: 77}, 'd': 942, 'n_vehicles': 77, 'duration_avg': 116.88311688311688}
27407;27408;{'route_I_counts': {1067: 77}, 'd': 1154, 'n_vehicles': 77, 'duration_avg': 111.42857142857143}
27407;27406;{'route_I_counts': {1067: 73}, 'd': 942, 'n_vehicles': 73, 'duration_avg': 120.0}
27408;27409;{'route_I_counts': {1067: 77}, 'd': 2855, 'n_vehicles': 77, 'duration_avg': 198.7012987012987}
27408;27407;{'route_I_counts': {1067: 73}, 'd': 1154, 'n_vehicles': 73, 'duration_avg': 83.83561643835617}
27409;27408;{'route_I_counts': {1067: 73}, 'd': 2855, 'n_vehicles': 73, 'duration_avg': 188.21917808219177}
27409;27410;{'route_I_counts': {1067: 77}, 'd': 1971, 'n_vehicles': 77, 'duration_avg': 155.06493506493507}
27410;27409;{'route_I_counts': {1067: 73}, 'd': 1971, 'n_vehicles': 73, 'duration_avg': 166.02739726027397}
27411;27419;{'route_I_counts': {1067: 155}, 'd': 886, 'n_vehicles': 155, 'duration_avg': 163.3548387096774}
27411;27412;{'route_I_counts': {1067: 114}, 'd': 5298, 'n_vehicles': 114, 'duration_avg': 302.63157894736844}
27411;27383;{'route_I_counts': {1067: 41}, 'd': 20709, 'n_vehicles': 41, 'duration_avg': 1687.3170731707316}
27412;27411;{'route_I_counts': {1067: 118}, 'd': 5298, 'n_vehicles': 118, 'duration_avg': 246.61016949152543}
27412;27413;{'route_I_counts': {1067: 114}, 'd': 1199, 'n_vehicles': 114, 'duration_avg': 120.0}
27413;27412;{'route_I_counts': {1067: 118}, 'd': 1199, 'n_vehicles': 118, 'duration_avg': 119.49152542372882}
27413;27414;{'route_I_counts': {1067: 114}, 'd': 1898, 'n_vehicles': 114, 'duration_avg': 121.57894736842105}
27414;27377;{'route_I_counts': {1067: 114}, 'd': 2731, 'n_vehicles': 114, 'duration_avg': 180.0}
27414;27413;{'route_I_counts': {1067: 118}, 'd': 1898, 'n_vehicles': 118, 'duration_avg': 123.05084745762711}
27415;27394;{'route_I_counts': {1067: 82}, 'd': 1077, 'n_vehicles': 82, 'duration_avg': 120.0}
27415;27398;{'route_I_counts': {1067: 83}, 'd': 1096, 'n_vehicles': 83, 'duration_avg': 112.04819277108433}
27416;27417;{'route_I_counts': {1067: 83}, 'd': 761, 'n_vehicles': 83, 'duration_avg': 120.0}
27416;27399;{'route_I_counts': {1067: 82}, 'd': 1331, 'n_vehicles': 82, 'duration_avg': 135.3658536585366}
27268;27267;{'route_I_counts': {1070: 37}, 'd': 2465, 'n_vehicles': 37, 'duration_avg': 180.0}
27268;27270;{'route_I_counts': {1070: 35}, 'd': 1297, 'n_vehicles': 35, 'duration_avg': 78.85714285714286}
27419;27411;{'route_I_counts': {1067: 154}, 'd': 886, 'n_vehicles': 154, 'duration_avg': 112.59740259740259}
27420;27520;{'route_I_counts': {1076: 14}, 'd': 2393, 'n_vehicles': 14, 'duration_avg': 120.0}
27420;27377;{'route_I_counts': {1076: 16}, 'd': 11774, 'n_vehicles': 16, 'duration_avg': 360.0}
27420;27522;{'route_I_counts': {1076: 4}, 'd': 7564, 'n_vehicles': 4, 'duration_avg': 300.0}
27420;27421;{'route_I_counts': {1067: 98}, 'd': 3824, 'n_vehicles': 98, 'duration_avg': 181.22448979591837}
27421;27420;{'route_I_counts': {1067: 105}, 'd': 3824, 'n_vehicles': 105, 'duration_avg': 240.57142857142858}
27421;27422;{'route_I_counts': {1067: 98}, 'd': 2861, 'n_vehicles': 98, 'duration_avg': 121.22448979591837}
27422;27421;{'route_I_counts': {1067: 105}, 'd': 2861, 'n_vehicles': 105, 'duration_avg': 120.57142857142857}
27422;27423;{'route_I_counts': {1067: 98}, 'd': 2481, 'n_vehicles': 98, 'duration_avg': 120.0}
27423;27377;{'route_I_counts': {1067: 98}, 'd': 2886, 'n_vehicles': 98, 'duration_avg': 181.22448979591837}
27423;27422;{'route_I_counts': {1067: 105}, 'd': 2481, 'n_vehicles': 105, 'duration_avg': 120.57142857142857}
800;409;{'route_I_counts': {134: 20, 135: 78}, 'd': 3056, 'n_vehicles': 98, 'duration_avg': 241.22448979591837}
800;89;{'route_I_counts': {139: 65, 140: 40}, 'd': 2517, 'n_vehicles': 105, 'duration_avg': 180.0}
27425;27376;{'route_I_counts': {1068: 204}, 'd': 2042, 'n_vehicles': 204, 'duration_avg': 180.0}
27425;27424;{'route_I_counts': {1068: 230}, 'd': 2440, 'n_vehicles': 230, 'duration_avg': 257.7391304347826}
27426;27427;{'route_I_counts': {1069: 129}, 'd': 4281, 'n_vehicles': 129, 'duration_avg': 242.32558139534885}
27426;27101;{'route_I_counts': {1069: 118}, 'd': 908, 'n_vehicles': 118, 'duration_avg': 86.94915254237289}
27427;27426;{'route_I_counts': {1069: 131}, 'd': 4281, 'n_vehicles': 131, 'duration_avg': 253.74045801526717}
27427;27428;{'route_I_counts': {1069: 129}, 'd': 1885, 'n_vehicles': 129, 'duration_avg': 134.41860465116278}
27428;27427;{'route_I_counts': {1069: 131}, 'd': 1885, 'n_vehicles': 131, 'duration_avg': 129.61832061068702}
27428;27429;{'route_I_counts': {1069: 129}, 'd': 1217, 'n_vehicles': 129, 'duration_avg': 121.86046511627907}
27429;27428;{'route_I_counts': {1069: 131}, 'd': 1217, 'n_vehicles': 131, 'duration_avg': 118.16793893129771}
27429;27430;{'route_I_counts': {1069: 129}, 'd': 1114, 'n_vehicles': 129, 'duration_avg': 103.72093023255815}
27430;27429;{'route_I_counts': {1069: 131}, 'd': 1114, 'n_vehicles': 131, 'duration_avg': 100.30534351145039}
27430;27431;{'route_I_counts': {1069: 129}, 'd': 915, 'n_vehicles': 129, 'duration_avg': 122.32558139534883}
27431;27432;{'route_I_counts': {1069: 126}, 'd': 1588, 'n_vehicles': 126, 'duration_avg': 132.38095238095238}
27431;27430;{'route_I_counts': {1069: 131}, 'd': 915, 'n_vehicles': 131, 'duration_avg': 106.25954198473282}
27432;27433;{'route_I_counts': {1069: 209}, 'd': 979, 'n_vehicles': 209, 'duration_avg': 78.08612440191388}
27432;27450;{'route_I_counts': {1069: 81}, 'd': 895, 'n_vehicles': 81, 'duration_avg': 85.92592592592592}
27432;27431;{'route_I_counts': {1069: 128}, 'd': 1588, 'n_vehicles': 128, 'duration_avg': 119.0625}
27433;27432;{'route_I_counts': {1069: 209}, 'd': 979, 'n_vehicles': 209, 'duration_avg': 122.87081339712918}
27433;27434;{'route_I_counts': {1069: 209}, 'd': 946, 'n_vehicles': 209, 'duration_avg': 102.77511961722487}
27434;27433;{'route_I_counts': {1069: 209}, 'd': 946, 'n_vehicles': 209, 'duration_avg': 97.60765550239235}
27434;27435;{'route_I_counts': {1069: 237}, 'd': 891, 'n_vehicles': 237, 'duration_avg': 100.75949367088607}
27435;27385;{'route_I_counts': {1069: 237}, 'd': 1705, 'n_vehicles': 237, 'duration_avg': 168.35443037974684}
27435;27434;{'route_I_counts': {1069: 234}, 'd': 891, 'n_vehicles': 234, 'duration_avg': 121.7948717948718}
27439;27440;{'route_I_counts': {1069: 33}, 'd': 2984, 'n_vehicles': 33, 'duration_avg': 180.0}
27439;27183;{'route_I_counts': {1069: 32}, 'd': 1819, 'n_vehicles': 32, 'duration_avg': 120.0}
27440;27441;{'route_I_counts': {1069: 33}, 'd': 3234, 'n_vehicles': 33, 'duration_avg': 218.1818181818182}
27440;27439;{'route_I_counts': {1069: 32}, 'd': 2984, 'n_vehicles': 32, 'duration_avg': 163.125}
27441;27400;{'route_I_counts': {1067: 83}, 'd': 1574, 'n_vehicles': 83, 'duration_avg': 125.78313253012048}
27441;27417;{'route_I_counts': {1067: 82}, 'd': 1178, 'n_vehicles': 82, 'duration_avg': 110.48780487804878}
27441;27228;{'route_I_counts': {1069: 33}, 'd': 1589, 'n_vehicles': 33, 'duration_avg': 180.0}
27441;27440;{'route_I_counts': {1069: 32}, 'd': 3234, 'n_vehicles': 32, 'duration_avg': 191.25}
27442;27443;{'route_I_counts': {1069: 44}, 'd': 1638, 'n_vehicles': 44, 'duration_avg': 169.0909090909091}
27442;27228;{'route_I_counts': {1069: 44}, 'd': 2556, 'n_vehicles': 44, 'duration_avg': 257.72727272727275}
27443;27442;{'route_I_counts': {1069: 44}, 'd': 1638, 'n_vehicles': 44, 'duration_avg': 147.27272727272728}
27443;27444;{'route_I_counts': {1069: 44}, 'd': 1964, 'n_vehicles': 44, 'duration_avg': 167.72727272727272}
27444;27443;{'route_I_counts': {1069: 44}, 'd': 1964, 'n_vehicles': 44, 'duration_avg': 150.0}
27444;27445;{'route_I_counts': {1069: 44}, 'd': 2160, 'n_vehicles': 44, 'duration_avg': 181.36363636363637}
27445;27444;{'route_I_counts': {1069: 44}, 'd': 2160, 'n_vehicles': 44, 'duration_avg': 152.72727272727272}
27445;27446;{'route_I_counts': {1069: 44}, 'd': 1404, 'n_vehicles': 44, 'duration_avg': 167.72727272727272}
27446;27057;{'route_I_counts': {1069: 44}, 'd': 2877, 'n_vehicles': 44, 'duration_avg': 343.6363636363636}
27446;27445;{'route_I_counts': {1069: 44}, 'd': 1404, 'n_vehicles': 44, 'duration_avg': 120.0}
27447;27448;{'route_I_counts': {1069: 87}, 'd': 767, 'n_vehicles': 87, 'duration_avg': 83.44827586206897}
27447;27202;{'route_I_counts': {1069: 83}, 'd': 1008, 'n_vehicles': 83, 'duration_avg': 129.3975903614458}
824;648;{'route_I_counts': {164: 4, 166: 70, 167: 59}, 'd': 1847, 'n_vehicles': 133, 'duration_avg': 170.0751879699248}
824;856;{'route_I_counts': {164: 7, 166: 23, 167: 13}, 'd': 4688, 'n_vehicles': 43, 'duration_avg': 300.0}
824;24;{'route_I_counts': {169: 13, 170: 94, 171: 69}, 'd': 4099, 'n_vehicles': 176, 'duration_avg': 252.95454545454547}
27449;27448;{'route_I_counts': {1069: 81}, 'd': 910, 'n_vehicles': 81, 'duration_avg': 97.03703703703704}
27449;27450;{'route_I_counts': {1069: 83}, 'd': 450, 'n_vehicles': 83, 'duration_avg': 65.78313253012048}
27450;27432;{'route_I_counts': {1069: 83}, 'd': 895, 'n_vehicles': 83, 'duration_avg': 122.89156626506023}
27450;27449;{'route_I_counts': {1069: 81}, 'd': 450, 'n_vehicles': 81, 'duration_avg': 61.48148148148148}
27451;27452;{'route_I_counts': {1069: 69}, 'd': 1759, 'n_vehicles': 69, 'duration_avg': 121.73913043478261}
27452;27451;{'route_I_counts': {1069: 68}, 'd': 1759, 'n_vehicles': 68, 'duration_avg': 166.76470588235293}
27452;27101;{'route_I_counts': {1069: 69}, 'd': 1469, 'n_vehicles': 69, 'duration_avg': 121.73913043478261}
27453;27384;{'route_I_counts': {1070: 170}, 'd': 2814, 'n_vehicles': 170, 'duration_avg': 196.58823529411765}
27453;27291;{'route_I_counts': {1070: 9}, 'd': 13716, 'n_vehicles': 9, 'duration_avg': 960.0}
27453;27287;{'route_I_counts': {1070: 201}, 'd': 6034, 'n_vehicles': 201, 'duration_avg': 335.82089552238807}
27454;27161;{'route_I_counts': {1071: 82}, 'd': 3881, 'n_vehicles': 82, 'duration_avg': 219.5121951219512}
27454;27156;{'route_I_counts': {1071: 69}, 'd': 4558, 'n_vehicles': 69, 'duration_avg': 286.0869565217391}
27455;27456;{'route_I_counts': {1071: 284}, 'd': 1085, 'n_vehicles': 284, 'duration_avg': 66.97183098591549}
27455;27090;{'route_I_counts': {1071: 138}, 'd': 3897, 'n_vehicles': 138, 'duration_avg': 239.1304347826087}
27455;27483;{'route_I_counts': {1071: 142}, 'd': 871, 'n_vehicles': 142, 'duration_avg': 115.77464788732394}
27455;27091;{'route_I_counts': {1071: 26}, 'd': 6726, 'n_vehicles': 26, 'duration_avg': 406.15384615384613}
27456;27457;{'route_I_counts': {1071: 325}, 'd': 4657, 'n_vehicles': 325, 'duration_avg': 219.3230769230769}
27456;27132;{'route_I_counts': {1078: 64}, 'd': 3722, 'n_vehicles': 64, 'duration_avg': 294.375}
27456;27483;{'route_I_counts': {1071: 7}, 'd': 1904, 'n_vehicles': 7, 'duration_avg': 180.0}
27456;27052;{'route_I_counts': {1075: 49, 1078: 84}, 'd': 1009, 'n_vehicles': 133, 'duration_avg': 70.82706766917293}
27456;27053;{'route_I_counts': {1078: 68}, 'd': 2562, 'n_vehicles': 68, 'duration_avg': 155.2941176470588}
27456;27534;{'route_I_counts': {1078: 87}, 'd': 1036, 'n_vehicles': 87, 'duration_avg': 80.0}
27456;27455;{'route_I_counts': {1071: 306}, 'd': 1085, 'n_vehicles': 306, 'duration_avg': 112.15686274509804}
833;832;{'route_I_counts': {136: 103, 133: 10}, 'd': 1890, 'n_vehicles': 113, 'duration_avg': 181.5929203539823}
833;720;{'route_I_counts': {137: 19, 138: 101}, 'd': 1200, 'n_vehicles': 120, 'duration_avg': 179.5}
27458;27384;{'route_I_counts': {1071: 325}, 'd': 1699, 'n_vehicles': 325, 'duration_avg': 102.83076923076923}
